,Unique_ID,similarity_score
0,0,0.07711832651396772
1,1,0.06384423980690615
2,2,0.07625544299269366
3,3,0.13927795270400412
4,4,0.13752917498513156
5,5,0.1154469667530522
6,6,0.07539938625149387
7,7,0.1387654205543684
8,8,0.09646651336220544
9,9,0.18758061837103224
10,10,0.07167788657203636
11,11,0.06155870112510924
12,12,0.11375557435721576
13,13,0.15343693079882814
14,14,0.11700299197190683
15,15,0.06317539727139919
16,16,0.0746726247841881
17,17,0.07801047082233378
18,18,0.17522951277825916
19,19,0.0876619818920292
20,20,0.09855941961400198
21,21,0.07903718467733489
22,22,0.12309149097933274
23,23,0.06620262530895386
24,24,0.09842273252251338
25,25,0.10104389907637111
26,26,0.13658959117703826
27,27,0.1712541109125299
28,28,0.04504870144710026
29,29,0.10111083140389397
30,30,0.05865464152543313
31,31,0.04997501873438866
32,32,0.16417637271823154
33,33,0.09899069531194046
34,34,0.047222506888076415
35,35,0.07259540086406278
36,36,0.11044204887501097
37,37,0.08446557856466828
38,38,0.08018753738744802
39,39,0.061977978680091216
40,40,0.07352146220938077
41,41,0.07795549216496239
42,42,0.10302984701831439
43,43,0.10563409385880056
44,44,0.10087498789213642
45,45,0.18292584628085276
46,46,0.08608861874790352
47,47,0.0570265948512201
48,48,0.10792104416813389
49,49,0.03291540093383166
50,50,0.11489320613186715
51,51,0.083753151271601
52,52,0.04594768006447692
53,53,0.09468144467767171
54,54,0.0907529700813485
55,55,0.0938351290644441
56,56,0.05922242120989178
57,57,0.07754035086653924
58,58,0.1159532861536532
59,59,0.09265557535237248
60,60,0.1203858530857692
61,61,0.1541286998212769
62,62,0.06755205294731985
63,63,0.10259783520851541
64,64,0.050031279327425994
65,65,0.03345997736232537
66,66,0.07015211787785632
67,67,0.09665751915574224
68,68,0.1177350778503605
69,69,0.10408058957657758
70,70,0.08273403039920306
71,71,0.05590891954723586
72,72,0.04244763599780089
73,73,0.06125142378131741
74,74,0.06024526430465751
75,75,0.057441094182848075
76,76,0.08205200346370936
77,77,0.12342390176814463
78,78,0.089689705866175
79,79,0.10752986118018412
80,80,0.11785113019775792
81,81,0.09015551151223375
82,82,0.1141385936102632
83,83,0.06216698721602092
84,84,0.04233337566673017
85,85,0.030060180602107585
86,86,0.09879178611317434
87,87,0.10082339245019835
88,88,0.10297737189517334
89,89,0.12143534814378326
90,90,0.09819416488312337
91,91,0.051708768999501914
92,92,0.05130841222678641
93,93,0.11331741716232278
94,94,0.13270175619621988
95,95,0.08353905014481895
96,96,0.058334965024735314
97,97,0.10664697981055142
98,98,0.09694584179118516
99,99,0.0938531668711012
100,100,0.027277236279499045
101,101,0.06375767130633384
102,102,0.08689954831195282
103,103,0.09096196382177639
104,104,0.10782092383874396
105,105,0.1068253961276021
106,106,0.07340252743933794
107,107,0.07701807890682083
108,108,0.029074190231479016
109,109,0.07104821887863241
110,110,0.060158062406427765
111,111,0.05420363629899924
112,112,0.07174703542018335
113,113,0.058213001761428136
114,114,0.09078708160581105
115,115,0.13125575076856108
116,116,0.04718416136255831
117,117,0.0805629233294362
118,118,0.10574964132141369
119,119,0.10087125544480041
120,120,0.05684601060800836
121,121,0.11109410994643183
122,122,0.09974473077311088
123,123,0.07608131086536778
124,124,0.07868894753646337
125,125,0.09999489834961278
126,126,0.11826247919781652
127,127,0.05133270023393454
128,128,0.10898985218261321
129,129,0.0686621075606672
130,130,0.06465926450262469
131,131,0.08735706972682653
132,132,0.11038946493217631
133,133,0.08280043789914322
134,134,0.12256695370862258
135,135,0.081116047322999
136,136,0.10728167980222335
137,137,0.10453771878680614
138,138,0.08927826376892013
139,139,0.06590621627456202
140,140,0.07606524124557384
141,141,0.08601891628890782
142,142,0.03979951738402847
143,143,0.07078061945931272
144,144,0.09672407209879529
145,145,0.08514938809740842
146,146,0.14822659567715546
147,147,0.09703028940457657
148,148,0.17127571489222018
149,149,0.11875421719907088
150,150,0.12283571189003041
151,151,0.06906788602123445
152,152,0.09435300692160341
153,153,0.0258998704038477
154,154,0.1014974742307461
155,155,0.11421466947621987
156,156,0.14363447023631967
157,157,0.12583057392117916
158,158,0.03910548619629217
159,159,0.23123331650893372
160,160,0.06343814240930754
161,161,0.1623086135160589
162,162,0.09307663035413466
163,163,0.10580955382714066
164,164,0.0494081759904339
165,165,0.11426724077711344
166,166,0.05902393665082327
167,167,0.0956194038483422
168,168,0.08314109932105399
169,169,0.09531160645787792
170,170,0.05549392985100224
171,171,0.06217059141274923
172,172,0.05354155880129408
173,173,0.06250249137982679
174,174,0.030340386742393914
175,175,0.09030472819714619
176,176,0.13954997918088904
177,177,0.11504474832710557
178,178,0.04231797374120556
179,179,0.13532503365245174
180,180,0.03992819381863114
181,181,0.19370155447954518
182,182,0.08374357893586239
183,183,0.10730732380397655
184,184,0.09807483393111403
185,185,0.13875401668929802
186,186,0.05971997265356723
187,187,0.05698028822981897
188,188,0.12049675513314828
189,189,0.09068757533925503
190,190,0.17551908790364315
191,191,0.07959903476805694
192,192,0.0393908432289534
193,193,0.09268799972000809
194,194,0.0579299633738375
195,195,0.09452853306994898
196,196,0.08058229640253803
197,197,0.07665142306604199
198,198,0.04408410099116239
199,199,0.10763594508589294
200,200,0.07142857142857142
201,201,0.044408877877690524
202,202,0.12349414658853242
203,203,0.08242255917447337
204,204,0.04189457924451079
205,205,0.06936223057722848
206,206,0.11711611395567151
207,207,0.09874620280149499
208,208,0.06807264357964636
209,209,0.0891728320103333
210,210,0.03114278905780345
211,211,0.06662098891778447
212,212,0.07109955737431514
213,213,0.03064896651298983
214,214,0.1056737708247069
215,215,0.05796797067586603
216,216,0.011892969170906879
217,217,0.10362266237194147
218,218,0.10478243557698859
219,219,0.10698229747697759
220,220,0.04250511420422255
221,221,0.12518378124960525
222,222,0.049029033784546004
223,223,0.0713944304699914
224,224,0.050891335780798255
225,225,0.11024524546678689
226,226,0.05967204197641141
227,227,0.07780982088833996
228,228,0.13318911481690981
229,229,0.055590417732723475
230,230,0.0819155567294538
231,231,0.10510691307008664
232,232,0.0525211243052712
233,233,0.051793468104588666
234,234,0.1558214799132889
235,235,0.06740466874385541
236,236,0.12358252504444477
237,237,0.08265636571516946
238,238,0.13810776544484388
239,239,0.09376907930906865
240,240,0.10223234961887634
241,241,0.0582551728035463
242,242,0.05280151935389806
243,243,0.05843793372064885
244,244,0.0923869770874312
245,245,0.13497300809730095
246,246,0.061593610687211794
247,247,0.09045340337332909
248,248,0.06583564529782344
249,249,0.05206576008754675
250,250,0.10609549224237713
251,251,0.055910328240422955
252,252,0.09630868246861536
253,253,0.014957060089885258
254,254,0.1453709511573951
255,255,0.11632194973159418
256,256,0.09880005532804648
257,257,0.08823767946778112
258,258,0.020304830129105757
259,259,0.09857281161802883
260,260,0.05184758473652126
261,261,0.09770994669136228
262,262,0.11399018814688831
263,263,0.04889288740407146
264,264,0.10147325580831323
265,265,0.061177529032149805
266,266,0.062017367294604234
267,267,0.07893152134794977
268,268,0.11195276887997478
269,269,0.08553989227683016
270,270,0.13972999201998934
271,271,0.0712783251501042
272,272,0.09736309117610813
273,273,0.05046473326893667
274,274,0.302407368379503
275,275,0.14657718648987664
276,276,0.07464800147036658
277,277,0.06255347431156046
278,278,0.0606495165995031
279,279,0.0670478399654806
280,280,0.042980119129593965
281,281,0.11284682969151513
282,282,0.08302639551938394
283,283,0.06694351394197087
284,284,0.2398414889223329
285,285,0.08859276210753118
286,286,0.08229537669349593
287,287,0.10012784398790317
288,288,0.07741854923885078
289,289,0.08159018692243997
290,290,0.1159532861536532
291,291,0.12751534261266767
292,292,0.08286308087357361
293,293,0.054078550984206684
294,294,0.13029385083235073
295,295,0.11554229035036304
296,296,0.03635228847636163
297,297,0.10044039219036507
298,298,0.08967436755518142
299,299,0.09730156188579518
300,300,0.05856471433253257
301,301,0.0863707747391797
302,302,0.12368143220988549
303,303,0.11145564251507056
304,304,0.06401843996644799
305,305,0.08414361096995514
306,306,0.07243006274771067
307,307,0.07769935060708123
308,308,0.06398099132915955
309,309,0.09162590027248664
310,310,0.07821310754671014
311,311,0.09033950326094178
312,312,0.06837047552777549
313,313,0.11934244450066246
314,314,0.13072174640400053
315,315,0.06214432211998806
316,316,0.03946685189819292
317,317,0.039872611141445004
318,318,0.107546571587573
319,319,0.12627282996039527
